State,Year,black_male_mortality,black_male_mortality_weighted,black_female_mortality,black_female_mortality_weighted,hispanic_male_mortality,hispanic_male_mortality_weighted,hispanic_female_mortality,hispanic_female_mortality_weighted,white_female_mortality,white_female_mortality_weighted,white_male_mortality,white_male_mortality_weighted
North Carolina,2009,82.8186183365458,784.898181876535,83.9297804788072,703.11156344139,5.72513065679418,0.250967933062304,3.31232143359811,0.124923718549466,321.147024106716,861.75537755858,317.252665360504,877.095715750654
North Carolina,2010,83.7818073819648,790.864813494892,82.5652984751795,689.514441005484,5.2750343113191,0.236623231476798,3.39783522240038,0.132694156058331,326.685077200599,878.828033686104,321.472965763769,890.910153045077
North Carolina,2011,82.5409858062869,776.17041841685,83.7014917578691,695.983319835266,5.45023330832374,0.246546775243901,3.07741310374934,0.123337743753108,327.231593365346,882.150345167405,322.040401564072,895.96642143862
North Carolina,2012,84.5972907320051,792.788461538462,84.4331237639382,699.246031105359,5.30464515566363,0.241635691959425,3.550110684448,0.145167997834477,334.664624840001,904.53705046655,324.219501496741,904.737308653456
North Carolina,2013,86.1039730368772,803.438268274807,85.0370722616976,701.338904490027,4.74516820960841,0.21793775112443,3.49537015868371,0.145515672220149,332.893363775569,902.315692063632,329.072842904449,921.285897322109
North Carolina,2014,88.8730158714181,826.736483715286,87.0208655802933,714.927808417541,6.70397877113653,0.310951167755036,4.71090400133919,0.199763423264573,333.789693770101,906.750698794153,335.249268727781,941.805444288694
North Carolina,2015,90.9798782005635,844.545374657164,89.7741207786283,736.125035850245,7.15482503264015,0.336547890538079,5.03229337253938,0.217510894430091,347.168453080989,945.231692867935,344.946272047175,971.181038739507
North Carolina,2016,93.6651086038262,868.083940355765,90.5212565789292,741.26142761221,7.86455772999298,0.375341863848894,5.59783056470678,0.247131701589204,343.911787651422,938.235012599064,347.420287089865,980.339536977839
North Dakota,1980,0.458887503728461,186.799501867995,0.305925002485641,230.94688221709,,,,,357.014477900743,747.4301085599,472.348203837829,976.087746748218
North Dakota,1981,0.151387160552139,57.6701268742791,,,,,,,348.947405072681,730.181357408727,452.798997211449,938.400045178738
North Dakota,1982,0.298550685696287,109.409190371991,,,,,,,336.317347436868,704.355247649805,442.899942230442,918.715223052414
North Dakota,1983,0.147685836780567,52.6038926880589,0.147685836780567,87.3362445414847,,,,,357.990468356094,749.536178107607,442.466766994579,919.703951104658
